ovide
22
-42.93 59.87
-42.54 59.76
-42.00 59.80
-40.89 59.75
-38.96 59.62
-37.04 59.43
-35.12 59.23
-33.19 59.04
-31.27 58.85
-30.10 58.41
-28.86 57.75
-27.82 56.93
-27.11 56.04
-26.65 55.45
-26.29 55.00
-25.94 54.55
-25.53 54.02
-25.09 53.45
-24.36 52.52
-23.48 51.40
-22.60 50.28
-21.73 49.16
-20.85 48.04
