60N
24
-43.2 59.8
-42.3 59.8
-42.1 59.8
-42.0 59.8
-41.2 59.6
-40.0 59.5
-37.9 59.4
-35.9 59.4
-33.9 59.5
-31.9 59.5
-30.0 59.4
-27.9 59.4
-25.9 59.5
-23.9 59.5
-21.9 59.4
-19.9 59.4
-17.9 59.5
-16.0 59.5
-13.9 59.5
-11.9 59.5
 -9.9 59.4
 -7.9 59.4
 -5.9 59.4
 -1.8 59.6
